"","user","user_url","rating_num","review_num","pos_dist","mixed_dist","neg_dist","avg_score"
"6579","KunderscoreKing","https://www.metacritic.com/user/KunderscoreKing",9,9,8,1,0,"8.7"
"6580","Gugo67","https://www.metacritic.com/user/Gugo67",1,1,0,0,1,"0.0"
"6581","kingrevu99","https://www.metacritic.com/user/kingrevu99",1,1,0,0,1,"0.0"
"6582","Walhalla88","https://www.metacritic.com/user/Walhalla88",1,1,0,0,1,"0.0"
"6583","Mickeulant","https://www.metacritic.com/user/Mickeulant",1,1,0,0,1,"0.0"
"6584","KillTheLastofUS","https://www.metacritic.com/user/KillTheLastofUS",1,1,0,0,1,"0.0"
"6585","Oualid","https://www.metacritic.com/user/Oualid",2,1,0,0,1,"0.0"
"6586","shubham_sood","https://www.metacritic.com/user/shubham_sood",1,1,0,0,1,"0.0"
"6587","Fortinerooo","https://www.metacritic.com/user/Fortinerooo",6,1,0,0,1,"6.0"
"6588","Rutakate","https://www.metacritic.com/user/Rutakate",7,3,1,1,1,"4.7"
"6589","RodrigoToru","https://www.metacritic.com/user/RodrigoToru",4,4,3,0,1,"7.5"
"6590","DigitalDevilSam","https://www.metacritic.com/user/DigitalDevilSam",10,3,1,0,2,"6.1"
"6591","KalenCrath","https://www.metacritic.com/user/KalenCrath",2,2,1,0,1,"0.0"
"6592","Pagliari","https://www.metacritic.com/user/Pagliari",1,1,0,0,1,"0.0"
"6593","Colldrin","https://www.metacritic.com/user/Colldrin",9,1,0,0,1,"7.6"
"6594","Crux95","https://www.metacritic.com/user/Crux95",36,5,0,1,3,"5.7"
"6595","NausherwanAhmed","https://www.metacritic.com/user/NausherwanAhmed",1,1,0,0,1,"0.0"
"6596","ptgn_leo","https://www.metacritic.com/user/ptgn_leo",1,1,0,0,1,"0.0"
"6597","Merrr","https://www.metacritic.com/user/Merrr",2,2,0,0,1,"0.0"
"6598","Splashy","https://www.metacritic.com/user/Splashy",4,4,0,0,3,"0.0"
"6599","insanekrishna","https://www.metacritic.com/user/insanekrishna",3,1,0,0,1,"0.0"
"6600","Jack121213","https://www.metacritic.com/user/Jack121213",1,1,0,0,1,"0.0"
"6601","bxgdvn","https://www.metacritic.com/user/bxgdvn",14,11,4,1,5,"5.4"
"6602","M4hy4r","https://www.metacritic.com/user/M4hy4r",1,1,0,0,1,"0.0"
"6603","Samsony","https://www.metacritic.com/user/Samsony",2,2,1,0,1,"0.0"
"6604","Narutotratamal","https://www.metacritic.com/user/Narutotratamal",4,3,0,1,2,"3.8"
"6605","EnvyLeviathan","https://www.metacritic.com/user/EnvyLeviathan",2,2,0,0,2,"0.0"
"6606","kjm1986","https://www.metacritic.com/user/kjm1986",17,4,1,0,3,"7.0"
"6607","TwinGatzz","https://www.metacritic.com/user/TwinGatzz",1,1,0,0,1,"0.0"
"6608","Migyudon","https://www.metacritic.com/user/Migyudon",1,1,0,0,1,"0.0"
"6609","Madaras","https://www.metacritic.com/user/Madaras",1,1,0,0,1,"0.0"
"6610","liambrowning","https://www.metacritic.com/user/liambrowning",2,2,1,0,0,"0.0"
"6611","DarkDragon203","https://www.metacritic.com/user/DarkDragon203",2,2,1,0,1,"0.0"
"6612","Dealode","https://www.metacritic.com/user/Dealode",1,1,0,0,1,"0.0"
"6613","exee","https://www.metacritic.com/user/exee",1,1,0,0,1,"0.0"
"6614","zergenz","https://www.metacritic.com/user/zergenz",1,1,0,0,1,"0.0"
"6615","TuppsMidel","https://www.metacritic.com/user/TuppsMidel",6,1,0,0,1,"6.0"
"6616","jostory1091","https://www.metacritic.com/user/jostory1091",1,1,0,0,1,"0.0"
"6617","H8ts","https://www.metacritic.com/user/H8ts",4,4,2,0,2,"5.0"
"6618","Rayglobox","https://www.metacritic.com/user/Rayglobox",8,3,0,0,3,"2.5"
"6619","Madentist","https://www.metacritic.com/user/Madentist",3,3,1,0,2,"0.0"
"6620","Pebranum","https://www.metacritic.com/user/Pebranum",3,1,0,0,1,"0.0"
"6621","FrostbiteSlash","https://www.metacritic.com/user/FrostbiteSlash",6,6,4,0,2,"6.7"
"6622","Sultanayaz","https://www.metacritic.com/user/Sultanayaz",1,1,0,0,1,"0.0"
"6623","Sebastian9","https://www.metacritic.com/user/Sebastian9",1,1,0,0,1,"0.0"
"6624","hcliffed","https://www.metacritic.com/user/hcliffed",73,33,14,4,5,"6.7"
"6625","WhyAndWhat9","https://www.metacritic.com/user/WhyAndWhat9",1,1,0,0,1,"0.0"
"6626","44race29","https://www.metacritic.com/user/44race29",1,1,0,0,1,"0.0"
"6627","Bnz94","https://www.metacritic.com/user/Bnz94",1,1,0,0,1,"0.0"
"6628","Woltren123","https://www.metacritic.com/user/Woltren123",1,1,0,0,1,"0.0"
"6629","Nastyyyy","https://www.metacritic.com/user/Nastyyyy",1,1,1,0,0,"0.0"
"6630","Degena","https://www.metacritic.com/user/Degena",1,1,0,0,1,"0.0"
"6631","OmegaAP","https://www.metacritic.com/user/OmegaAP",6,5,2,0,3,"5.0"
"6632","lalahand","https://www.metacritic.com/user/lalahand",1,1,0,0,1,"0.0"
"6633","Gamesdude","https://www.metacritic.com/user/Gamesdude",1,1,0,0,1,"0.0"
"6634","Joe12344","https://www.metacritic.com/user/Joe12344",1,1,0,0,1,"0.0"
"6635","Schalinskiy","https://www.metacritic.com/user/Schalinskiy",1,1,0,0,1,"0.0"
"6636","Player33","https://www.metacritic.com/user/Player33",1,1,0,0,1,"0.0"
"6637","demuhb","https://www.metacritic.com/user/demuhb",1,1,0,0,1,"0.0"
"6638","Yaced","https://www.metacritic.com/user/Yaced",1,1,0,0,1,"0.0"
"6639","Remsi","https://www.metacritic.com/user/Remsi",6,6,6,0,0,"9.7"
"6640","Dittch","https://www.metacritic.com/user/Dittch",1,1,0,0,1,"0.0"
"6641","R1ck8r00ke","https://www.metacritic.com/user/R1ck8r00ke",11,11,9,1,0,"9.6"
"6642","JakePlayZ_OG","https://www.metacritic.com/user/JakePlayZ_OG",2,2,0,0,2,"0.0"
"6643","Majedddd","https://www.metacritic.com/user/Majedddd",1,1,0,0,1,"0.0"
"6644","Ksanoor23","https://www.metacritic.com/user/Ksanoor23",1,1,0,0,1,"0.0"
"6645","Cgut","https://www.metacritic.com/user/Cgut",1,1,0,0,1,"0.0"
"6646","swilr","https://www.metacritic.com/user/swilr",1,1,0,0,1,"0.0"
"6647","tonyfred898","https://www.metacritic.com/user/tonyfred898",10,8,3,1,2,"6.8"
"6648","Vendurion","https://www.metacritic.com/user/Vendurion",1,1,0,0,1,"0.0"
"6649","Mostafakooti","https://www.metacritic.com/user/Mostafakooti",1,1,0,0,1,"0.0"
"6650","saulmakkonen","https://www.metacritic.com/user/saulmakkonen",1,1,0,0,1,"0.0"
"6651","AMIRHOSEIN1999","https://www.metacritic.com/user/AMIRHOSEIN1999",2,1,0,0,1,"0.0"
"6652","Amin_mz","https://www.metacritic.com/user/Amin_mz",1,1,0,0,1,"0.0"
"6653","FukingDrugman","https://www.metacritic.com/user/FukingDrugman",1,1,0,0,1,"0.0"
"6654","Daimon77","https://www.metacritic.com/user/Daimon77",1,1,0,0,1,"0.0"
"6655","Karimhafez98","https://www.metacritic.com/user/Karimhafez98",1,1,0,0,1,"0.0"
"6656","JoachimDeWett","https://www.metacritic.com/user/JoachimDeWett",2,1,0,0,1,"0.0"
"6657","theGenericEric","https://www.metacritic.com/user/theGenericEric",1,1,0,0,1,"0.0"
"6658","Fifasukz","https://www.metacritic.com/user/Fifasukz",2,2,0,0,2,"0.0"
"6659","Mikoianionut","https://www.metacritic.com/user/Mikoianionut",3,3,2,0,1,"0.0"
"6660","Thorarin","https://www.metacritic.com/user/Thorarin",1,1,0,0,1,"0.0"
"6661","ElisaNtr","https://www.metacritic.com/user/ElisaNtr",2,1,0,0,1,"0.0"
"6662","hossinderis","https://www.metacritic.com/user/hossinderis",1,1,0,0,1,"0.0"
"6663","sayhello2nick","https://www.metacritic.com/user/sayhello2nick",2,1,0,0,1,"0.0"
"6664","alphat","https://www.metacritic.com/user/alphat",1,1,0,0,1,"0.0"
"6665","Limal","https://www.metacritic.com/user/Limal",1,1,0,0,1,"0.0"
"6666","write3","https://www.metacritic.com/user/write3",1,1,0,0,1,"0.0"
"6667","StepanGenza","https://www.metacritic.com/user/StepanGenza",1,1,0,0,1,"0.0"
"6668","Alaa246810","https://www.metacritic.com/user/Alaa246810",1,1,0,0,1,"0.0"
"6669","TheBeee","https://www.metacritic.com/user/TheBeee",1,1,0,0,1,"0.0"
"6670","Exequt","https://www.metacritic.com/user/Exequt",1,1,0,0,1,"0.0"
"6671","aurapheliona","https://www.metacritic.com/user/aurapheliona",1,1,0,0,1,"0.0"
"6672","Sideofstar","https://www.metacritic.com/user/Sideofstar",2,2,1,0,1,"0.0"
"6673","zoomer666","https://www.metacritic.com/user/zoomer666",1,1,0,0,1,"0.0"
"6674","Circiro","https://www.metacritic.com/user/Circiro",1,1,0,0,1,"0.0"
"6675","Zoldyck_Boy","https://www.metacritic.com/user/Zoldyck_Boy",1,1,0,0,1,"0.0"
"6676","ShadowEclipse","https://www.metacritic.com/user/ShadowEclipse",9,1,0,0,1,"8.2"
"6677","PatusBence","https://www.metacritic.com/user/PatusBence",3,3,0,1,2,"0.0"
"6678","Listad","https://www.metacritic.com/user/Listad",80,3,0,0,3,"4.8"
"6679","LadyViper_23","https://www.metacritic.com/user/LadyViper_23",9,5,2,0,1,"7.5"
"6680","Syce","https://www.metacritic.com/user/Syce",1,1,0,0,1,"0.0"
"6681","K0K0C","https://www.metacritic.com/user/K0K0C",1,1,0,0,1,"0.0"
"6682","staymilad","https://www.metacritic.com/user/staymilad",1,1,0,0,1,"0.0"
"6683","kloverton","https://www.metacritic.com/user/kloverton",3,2,2,0,0,"0.0"
"6684","Dianaliene","https://www.metacritic.com/user/Dianaliene",1,1,0,0,1,"0.0"
"6685","Taylor1169","https://www.metacritic.com/user/Taylor1169",1,1,0,0,1,"0.0"
"6686","tlou2amazing","https://www.metacritic.com/user/tlou2amazing",1,1,1,0,0,"0.0"
"6687","PS4planner","https://www.metacritic.com/user/PS4planner",1,1,0,0,1,"0.0"
"6688","E_king2020","https://www.metacritic.com/user/E_king2020",2,2,1,0,1,"0.0"
"6689","Cambienvenu","https://www.metacritic.com/user/Cambienvenu",1,1,1,0,0,"0.0"
"6690","TonyAntony21","https://www.metacritic.com/user/TonyAntony21",1,1,0,0,1,"0.0"
"6691","rallys","https://www.metacritic.com/user/rallys",1,1,0,0,1,"0.0"
"6692","loulou007","https://www.metacritic.com/user/loulou007",1,1,0,0,1,"0.0"
"6693","Xhiddj","https://www.metacritic.com/user/Xhiddj",4,1,0,1,0,"8.8"
"6694","Gorrilla","https://www.metacritic.com/user/Gorrilla",1,1,0,0,1,"0.0"
"6695","Frank9871","https://www.metacritic.com/user/Frank9871",1,1,0,0,1,"0.0"
"6696","sergiohf","https://www.metacritic.com/user/sergiohf",3,3,1,0,2,"0.0"
"6697","Fsc06","https://www.metacritic.com/user/Fsc06",1,1,0,0,1,"0.0"
"6698","summersonne","https://www.metacritic.com/user/summersonne",1,1,0,0,1,"0.0"
"6699","Nikfly05","https://www.metacritic.com/user/Nikfly05",1,1,0,0,1,"0.0"
"6700","Laithherzo","https://www.metacritic.com/user/Laithherzo",1,1,0,0,1,"0.0"
"6701","T1me_","https://www.metacritic.com/user/T1me_",1,1,0,0,1,"0.0"
"6702","SkyfuryDX","https://www.metacritic.com/user/SkyfuryDX",1,1,0,0,1,"0.0"
"6704","a_Zis","https://www.metacritic.com/user/a_Zis",2,2,1,0,1,"0.0"
"6705","sasuke4444","https://www.metacritic.com/user/sasuke4444",1,1,0,0,1,"0.0"
"6706","DiogoSPFCTri","https://www.metacritic.com/user/DiogoSPFCTri",1,1,0,0,1,"0.0"
"6707","Rocky_1","https://www.metacritic.com/user/Rocky_1",1,1,0,0,1,"0.0"
"6708","Mightykatze","https://www.metacritic.com/user/Mightykatze",2,2,0,0,2,"0.0"
"6709","A1ucard","https://www.metacritic.com/user/A1ucard",10,10,6,0,4,"6.1"
"6710","joseph_1_4","https://www.metacritic.com/user/joseph_1_4",1,1,0,0,1,"0.0"
"6711","Venijn","https://www.metacritic.com/user/Venijn",1,1,0,0,1,"0.0"
"6712","Seanajackspt","https://www.metacritic.com/user/Seanajackspt",2,2,1,0,1,"0.0"
"6713","Joy_C","https://www.metacritic.com/user/Joy_C",1,1,0,0,1,"0.0"
"6714","Lolo88","https://www.metacritic.com/user/Lolo88",1,1,0,0,1,"0.0"
"6715","El-Lumbagoo","https://www.metacritic.com/user/El-Lumbagoo",1,1,0,0,1,"0.0"
"6716","navid2020","https://www.metacritic.com/user/navid2020",1,1,0,0,1,"0.0"
"6717","NightmareDog","https://www.metacritic.com/user/NightmareDog",1,1,0,0,1,"0.0"
"6718","Adi321","https://www.metacritic.com/user/Adi321",9,1,0,0,1,"0.0"
"6719","Vincetorix","https://www.metacritic.com/user/Vincetorix",1,1,0,0,1,"0.0"
"6720","megaultracritic","https://www.metacritic.com/user/megaultracritic",1,1,0,0,1,"0.0"
"6721","mdmd1","https://www.metacritic.com/user/mdmd1",1,1,0,0,1,"0.0"
"6722","BadWays","https://www.metacritic.com/user/BadWays",1,1,0,0,1,"0.0"
"6723","Reidloscidem","https://www.metacritic.com/user/Reidloscidem",4,4,2,1,1,"5.8"
"6724","ItsMeAGamer","https://www.metacritic.com/user/ItsMeAGamer",1,1,0,0,1,"0.0"
"6725","sangwon1225","https://www.metacritic.com/user/sangwon1225",1,1,0,0,1,"0.0"
"6726","Pendar_99","https://www.metacritic.com/user/Pendar_99",8,8,6,0,1,"8.4"
"6727","Dog_Rogg","https://www.metacritic.com/user/Dog_Rogg",1,1,1,0,0,"0.0"
"6728","Darthvictorlee","https://www.metacritic.com/user/Darthvictorlee",2,2,0,0,2,"0.0"
"6729","Batutify","https://www.metacritic.com/user/Batutify",1,1,0,0,1,"0.0"
"6730","JerryTramp","https://www.metacritic.com/user/JerryTramp",1,1,0,0,1,"0.0"
"6731","KAISER1918","https://www.metacritic.com/user/KAISER1918",1,1,0,0,1,"0.0"
"6732","CrisPkmn","https://www.metacritic.com/user/CrisPkmn",1,1,0,0,1,"0.0"
"6733","Unconcsious","https://www.metacritic.com/user/Unconcsious",1,1,0,0,1,"0.0"
"6734","Steve_07","https://www.metacritic.com/user/Steve_07",1,1,0,0,1,"0.0"
"6735","shiram","https://www.metacritic.com/user/shiram",1,1,0,0,1,"0.0"
"6736","Ucn","https://www.metacritic.com/user/Ucn",1,1,0,0,1,"0.0"
"6737","Fratos__","https://www.metacritic.com/user/Fratos__",1,1,0,0,1,"0.0"
"6739","kenpachicaste","https://www.metacritic.com/user/kenpachicaste",3,2,1,0,1,"0.0"
"6740","Zakis1991","https://www.metacritic.com/user/Zakis1991",37,17,2,3,12,"3.3"
"6741","Tlou2slave","https://www.metacritic.com/user/Tlou2slave",1,1,0,0,1,"0.0"
"6742","ATJ","https://www.metacritic.com/user/ATJ",2,1,0,1,0,"0.0"
"6743","Timmytheos","https://www.metacritic.com/user/Timmytheos",1,1,0,0,1,"0.0"
"6744","bigdabs93","https://www.metacritic.com/user/bigdabs93",1,1,0,0,1,"0.0"
"6745","Damrock85","https://www.metacritic.com/user/Damrock85",12,4,3,0,1,"7.3"
"6746","BLUERAY09","https://www.metacritic.com/user/BLUERAY09",1,1,0,0,1,"0.0"
"6747","Leefort","https://www.metacritic.com/user/Leefort",1,1,0,0,1,"0.0"
"6748","hammerdown123","https://www.metacritic.com/user/hammerdown123",1,1,0,1,0,"0.0"
"6749","diggydugg","https://www.metacritic.com/user/diggydugg",1,1,0,0,1,"0.0"
"6750","TheReaperl","https://www.metacritic.com/user/TheReaperl",1,1,0,0,1,"0.0"
"6751","Hamo2719","https://www.metacritic.com/user/Hamo2719",1,1,0,0,1,"0.0"
"6752","ariya1994","https://www.metacritic.com/user/ariya1994",1,1,0,0,1,"0.0"
"6753","KangarooSamurai","https://www.metacritic.com/user/KangarooSamurai",1,1,0,0,1,"0.0"
"6754","FuukTLOU2","https://www.metacritic.com/user/FuukTLOU2",1,1,0,0,1,"0.0"
"6755","ChojaK","https://www.metacritic.com/user/ChojaK",2,1,0,0,1,"0.0"
"6756","EagleBearer","https://www.metacritic.com/user/EagleBearer",1,1,0,0,1,"0.0"
"6757","MAC1996","https://www.metacritic.com/user/MAC1996",1,1,1,0,0,"0.0"
"6758","JustSandy","https://www.metacritic.com/user/JustSandy",22,14,8,1,4,"6.4"
"6759","jPr0","https://www.metacritic.com/user/jPr0",2,1,0,0,1,"0.0"
"6760","SigmaXD","https://www.metacritic.com/user/SigmaXD",1,1,0,0,1,"0.0"
"6761","SummerScream","https://www.metacritic.com/user/SummerScream",4,3,1,0,2,"0.0"
"6762","Gamerquad","https://www.metacritic.com/user/Gamerquad",1,1,1,0,0,"0.0"
"6763","Sualp","https://www.metacritic.com/user/Sualp",39,1,0,0,1,"7.7"
"6764","Evanoveesky","https://www.metacritic.com/user/Evanoveesky",7,4,3,1,0,"9.3"
"6765","AisernStark","https://www.metacritic.com/user/AisernStark",1,1,0,0,1,"0.0"
"6766","Jessievikernes","https://www.metacritic.com/user/Jessievikernes",1,1,0,0,1,"0.0"
"6767","sashahara","https://www.metacritic.com/user/sashahara",2,2,1,0,0,"0.0"
"6768","Trustedreviewe","https://www.metacritic.com/user/Trustedreviewe",5,5,2,2,1,"6.6"
"6769","3Head","https://www.metacritic.com/user/3Head",1,1,0,0,1,"0.0"
"6770","Aldious","https://www.metacritic.com/user/Aldious",2,2,0,0,2,"0.0"
"6771","Redarkduke","https://www.metacritic.com/user/Redarkduke",12,1,0,0,1,"5.3"
"6772","Khdaface","https://www.metacritic.com/user/Khdaface",5,5,1,0,2,"0.0"
"6773","lassij","https://www.metacritic.com/user/lassij",1,1,0,0,1,"0.0"
"6774","mmmgrace","https://www.metacritic.com/user/mmmgrace",1,1,0,0,1,"0.0"
"6775","5551raul","https://www.metacritic.com/user/5551raul",2,2,1,0,1,"0.0"
"6776","Magikjoker","https://www.metacritic.com/user/Magikjoker",1,1,0,0,1,"0.0"
"6777","Desmond36rus","https://www.metacritic.com/user/Desmond36rus",9,1,0,0,1,"3.0"
"6778","Ilya96","https://www.metacritic.com/user/Ilya96",2,1,0,0,1,"0.0"
"6779","Spectro887","https://www.metacritic.com/user/Spectro887",1,1,0,0,1,"0.0"
"6780","Arrian","https://www.metacritic.com/user/Arrian",1,1,0,0,1,"0.0"
"6781","Abdelrahman518","https://www.metacritic.com/user/Abdelrahman518",1,1,0,0,1,"0.0"
"6782","LH1099","https://www.metacritic.com/user/LH1099",1,1,0,0,1,"0.0"
"6783","kareemalami","https://www.metacritic.com/user/kareemalami",1,1,1,0,0,"0.0"
"6784","Krozzz","https://www.metacritic.com/user/Krozzz",2,1,0,0,1,"0.0"
"6785","Rahul736","https://www.metacritic.com/user/Rahul736",1,1,0,0,1,"0.0"
"6786","SantiMcSalty","https://www.metacritic.com/user/SantiMcSalty",1,1,0,0,1,"0.0"
"6787","javik99","https://www.metacritic.com/user/javik99",1,1,0,0,1,"0.0"
"6788","Yardz","https://www.metacritic.com/user/Yardz",1,1,1,0,0,"0.0"
"6789","Brucewaynenn","https://www.metacritic.com/user/Brucewaynenn",2,2,0,0,2,"0.0"
"6790","tishbite87","https://www.metacritic.com/user/tishbite87",8,5,2,0,1,"3.3"
"6791","Aldeyan","https://www.metacritic.com/user/Aldeyan",1,1,0,0,1,"0.0"
"6792","BadgameTV","https://www.metacritic.com/user/BadgameTV",1,1,0,0,1,"0.0"
"6793","AngelicSophist","https://www.metacritic.com/user/AngelicSophist",1,1,0,0,1,"0.0"
"6794","snakeeb2","https://www.metacritic.com/user/snakeeb2",6,3,0,1,2,"6.0"
"6795","Hakase","https://www.metacritic.com/user/Hakase",1,1,0,0,1,"0.0"
"6796","amir88264030","https://www.metacritic.com/user/amir88264030",2,2,1,0,1,"0.0"
"6797","gikkopikko","https://www.metacritic.com/user/gikkopikko",1,1,0,0,1,"0.0"
"6798","Dagran","https://www.metacritic.com/user/Dagran",5,5,2,1,2,"5.2"
"6799","grove2121","https://www.metacritic.com/user/grove2121",19,17,2,0,8,"3.3"
"6800","Anrut","https://www.metacritic.com/user/Anrut",1,1,0,0,1,"0.0"
"6801","haerok","https://www.metacritic.com/user/haerok",4,1,0,0,1,"0.0"
"6802","IssouByNight","https://www.metacritic.com/user/IssouByNight",3,3,0,0,3,"0.0"
"6803","Ferberber","https://www.metacritic.com/user/Ferberber",1,1,0,0,1,"0.0"
"6804","GaaraDDragon","https://www.metacritic.com/user/GaaraDDragon",7,6,3,0,3,"4.0"
"6805","FGPT","https://www.metacritic.com/user/FGPT",54,10,2,0,3,"3.9"
"6806","HaruFT","https://www.metacritic.com/user/HaruFT",1,1,0,0,1,"0.0"
"6807","SchwarzFuchs","https://www.metacritic.com/user/SchwarzFuchs",5,2,0,0,2,"0.0"
"6808","BigPenisDude","https://www.metacritic.com/user/BigPenisDude",1,1,0,0,1,"0.0"
"6809","VitaliyNguyen","https://www.metacritic.com/user/VitaliyNguyen",7,5,2,0,3,"5.0"
"6810","lwrns","https://www.metacritic.com/user/lwrns",1,1,0,0,1,"0.0"
"6811","TyrionLagginste","https://www.metacritic.com/user/TyrionLagginste",2,1,0,0,1,"0.0"
"6812","REWYchacha","https://www.metacritic.com/user/REWYchacha",1,1,0,0,1,"0.0"
"6813","Jaadugar","https://www.metacritic.com/user/Jaadugar",1,1,0,0,1,"0.0"
"6814","Doc_Jay","https://www.metacritic.com/user/Doc_Jay",1,1,0,0,1,"0.0"
"6815","ShelbyShark","https://www.metacritic.com/user/ShelbyShark",9,9,2,0,6,"2.9"
"6816","satriojp","https://www.metacritic.com/user/satriojp",3,3,1,0,2,"0.0"
"6817","jellalfer11","https://www.metacritic.com/user/jellalfer11",2,2,1,0,1,"0.0"
"6818","Khoren707","https://www.metacritic.com/user/Khoren707",2,2,0,0,2,"0.0"
"6819","Soufxn","https://www.metacritic.com/user/Soufxn",1,1,0,0,1,"0.0"
"6820","Okuub","https://www.metacritic.com/user/Okuub",1,1,0,0,1,"0.0"
"6821","hwan","https://www.metacritic.com/user/hwan",1,1,0,0,1,"0.0"
"6822","Samer77","https://www.metacritic.com/user/Samer77",1,1,0,0,1,"0.0"
"6823","Priception","https://www.metacritic.com/user/Priception",3,3,1,0,2,"0.0"
"6824","Exysa","https://www.metacritic.com/user/Exysa",3,3,1,0,2,"0.0"
"6825","Cotton1229","https://www.metacritic.com/user/Cotton1229",3,3,2,0,1,"0.0"
"6826","CrisHaidar","https://www.metacritic.com/user/CrisHaidar",1,1,0,0,1,"0.0"
"6827","LXIG10","https://www.metacritic.com/user/LXIG10",1,1,0,0,1,"0.0"
"6828","Vahidasd95","https://www.metacritic.com/user/Vahidasd95",2,2,1,0,1,"0.0"
"6829","XALBAK798X","https://www.metacritic.com/user/XALBAK798X",1,1,0,0,1,"0.0"
"6830","ShallnP","https://www.metacritic.com/user/ShallnP",1,1,0,0,1,"0.0"
"6831","DevonRex","https://www.metacritic.com/user/DevonRex",5,5,1,0,4,"2.8"
"6832","marempet","https://www.metacritic.com/user/marempet",1,1,0,0,1,"0.0"
"6833","be6enniy","https://www.metacritic.com/user/be6enniy",1,1,0,0,1,"0.0"
"6834","StarboardWing","https://www.metacritic.com/user/StarboardWing",22,11,1,0,6,"1.8"
"6835","AndreiAlexandru","https://www.metacritic.com/user/AndreiAlexandru",1,1,0,0,1,"0.0"
"6836","kollinect","https://www.metacritic.com/user/kollinect",3,3,2,0,1,"0.0"
"6837","DrSparga2","https://www.metacritic.com/user/DrSparga2",1,1,0,0,1,"0.0"
"6838","kozato","https://www.metacritic.com/user/kozato",1,1,0,0,1,"0.0"
"6839","Juloosb_","https://www.metacritic.com/user/Juloosb_",1,1,0,0,1,"0.0"
"6840","EddieCyan","https://www.metacritic.com/user/EddieCyan",1,1,0,0,1,"0.0"
"6841","Javirc","https://www.metacritic.com/user/Javirc",5,4,1,0,3,"2.0"
"6842","Plkll","https://www.metacritic.com/user/Plkll",4,3,2,0,1,"8.0"
"6843","Gokaiya","https://www.metacritic.com/user/Gokaiya",2,2,2,0,0,"0.0"
"6844","theKobaladze","https://www.metacritic.com/user/theKobaladze",2,2,0,1,1,"0.0"
"6845","drmagnumwolf","https://www.metacritic.com/user/drmagnumwolf",13,6,1,0,3,"6.2"
"6846","TheWattsatron","https://www.metacritic.com/user/TheWattsatron",1,1,0,0,1,"0.0"
"6847","Juvenal-1995","https://www.metacritic.com/user/Juvenal-1995",2,1,0,0,1,"0.0"
"6848","mlemboy","https://www.metacritic.com/user/mlemboy",1,1,0,0,1,"0.0"
"6849","wishbank","https://www.metacritic.com/user/wishbank",1,1,0,0,1,"0.0"
"6850","mekromancer","https://www.metacritic.com/user/mekromancer",1,1,0,0,1,"0.0"
"6851","Pdr13","https://www.metacritic.com/user/Pdr13",1,1,1,0,0,"0.0"
"6852","Arogvat","https://www.metacritic.com/user/Arogvat",77,11,1,0,7,"2.9"
"6853","Abzuzub","https://www.metacritic.com/user/Abzuzub",1,1,0,0,1,"0.0"
"6854","smgrushb","https://www.metacritic.com/user/smgrushb",1,1,0,0,1,"0.0"
"6855","Keith2064","https://www.metacritic.com/user/Keith2064",1,1,0,0,1,"0.0"
"6856","SlavaKuzmin","https://www.metacritic.com/user/SlavaKuzmin",2,2,1,0,1,"0.0"
"6857","pasha4ur","https://www.metacritic.com/user/pasha4ur",9,9,0,1,8,"1.3"
"6858","JONNYSINS","https://www.metacritic.com/user/JONNYSINS",1,1,0,0,1,"0.0"
"6859","Benboj","https://www.metacritic.com/user/Benboj",1,1,1,0,0,"0.0"
"6860","Litvin_by","https://www.metacritic.com/user/Litvin_by",3,1,0,0,1,"0.0"
"6861","shinigami123","https://www.metacritic.com/user/shinigami123",1,1,0,0,1,"0.0"
"6862","Sytz","https://www.metacritic.com/user/Sytz",4,4,2,0,2,"6.8"
"6863","Parsahbb","https://www.metacritic.com/user/Parsahbb",1,1,0,0,1,"0.0"
"6864","lubuchan01","https://www.metacritic.com/user/lubuchan01",1,1,0,0,1,"0.0"
"6865","hamiltox","https://www.metacritic.com/user/hamiltox",1,1,0,0,1,"0.0"
"6866","bryak8888","https://www.metacritic.com/user/bryak8888",2,2,1,0,1,"0.0"
"6867","mirg","https://www.metacritic.com/user/mirg",21,16,0,5,9,"3.7"
"6868","davidmendonca","https://www.metacritic.com/user/davidmendonca",1,1,0,0,1,"0.0"
"6869","Melmeea","https://www.metacritic.com/user/Melmeea",3,1,0,0,1,"0.0"
"6870","MotoBlockYY","https://www.metacritic.com/user/MotoBlockYY",3,3,2,0,1,"0.0"
"6871","Gutoczar","https://www.metacritic.com/user/Gutoczar",1,1,0,0,1,"0.0"
"6872","iAxX","https://www.metacritic.com/user/iAxX",3,3,0,1,2,"0.0"
"6873","Angelxyx","https://www.metacritic.com/user/Angelxyx",1,1,0,0,1,"0.0"
"6874","Pedro_Castro12","https://www.metacritic.com/user/Pedro_Castro12",5,1,1,0,0,"2.8"
"6875","UnholyKofein123","https://www.metacritic.com/user/UnholyKofein123",1,1,0,0,1,"0.0"
"6876","theSilentIdN","https://www.metacritic.com/user/theSilentIdN",2,2,0,0,2,"0.0"
"6877","elendil77","https://www.metacritic.com/user/elendil77",1,1,0,0,1,"0.0"
"6878","diegomc97","https://www.metacritic.com/user/diegomc97",6,6,1,0,5,"1.8"
"6879","Brhooom","https://www.metacritic.com/user/Brhooom",4,4,2,1,1,"6.3"
"6880","Lucayanez","https://www.metacritic.com/user/Lucayanez",1,1,0,0,1,"0.0"
"6881","SilliamWutton","https://www.metacritic.com/user/SilliamWutton",1,1,0,0,1,"0.0"
